"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 28, 2011","5.000","5.000","5.000","5.000","1.73K","0.00%"
"Jun 23, 2011","5.000","5.000","5.000","5.000","0.16K","-19.61%"
"Jun 22, 2011","6.220","6.220","6.220","5.900","4.37K","24.40%"
"Jun 10, 2011","5.000","5.500","5.500","5.000","5.39K","-16.67%"
"Jun 09, 2011","6.000","6.000","6.000","6.000","0.50K","0.00%"
"Jun 08, 2011","6.000","6.000","6.000","6.000","16.50K","17.65%"
"Jun 07, 2011","5.100","5.100","5.100","5.100","1.97K","13.33%"
"May 24, 2011","4.500","4.500","4.500","4.500","0.14K","-23.73%"
"May 23, 2011","5.900","5.900","5.900","5.900","1.18K","21.65%"
"May 20, 2011","4.850","4.850","4.850","4.850","1.17K","-7.62%"
"May 13, 2011","5.250","5.250","5.250","5.250","0.82K","0.00%"
"Apr 29, 2011","5.250","5.250","5.250","5.250","0.24K","0.00%"
"Apr 12, 2011","5.250","5.250","5.250","5.250","0.13K","-14.63%"
"Apr 01, 2011","6.150","6.150","6.150","6.150","1.37K","16.04%"
"Mar 23, 2011","5.300","5.300","6.350","5.300","10.08K","-0.93%"
"Mar 17, 2011","5.350","5.350","5.350","5.350","0.77K","1.90%"
"Mar 16, 2011","5.250","5.250","5.250","5.250","0.10K","-11.17%"
"Mar 09, 2011","5.910","6.400","6.400","5.910","39.60K","-2.31%"
"Mar 04, 2011","6.050","6.050","6.050","6.050","14.12K","4.31%"
"Mar 01, 2011","5.800","5.800","5.800","5.800","95.31K","0.87%"
"Feb 28, 2011","5.750","5.750","5.750","5.750","2.38K","85.48%"
"Feb 22, 2011","3.100","3.100","3.100","3.100","0.75K","-43.64%"
"Feb 09, 2011","5.500","5.500","5.500","5.500","0.17K","0.00%"
"Feb 08, 2011","5.500","5.250","5.500","5.250","1.25K","4.76%"
"Feb 03, 2011","5.250","5.250","5.250","5.250","0.16K","-5.41%"
"Jan 27, 2011","5.550","5.550","5.550","5.550","18.80K","5.71%"
"Jan 26, 2011","5.250","5.250","5.250","5.250","0.50K","0.00%"
"Jan 25, 2011","5.250","5.250","5.250","5.250","0.70K","-11.76%"
"Jan 21, 2011","5.950","5.950","5.950","5.950","22.14K","19.00%"
"Jan 13, 2011","5.000","5.000","5.000","5.000","12.88K","-16.67%"
"Dec 07, 2010","6.000","5.000","6.000","5.000","0.90K","26.32%"
"Dec 01, 2010","4.750","4.750","4.750","4.750","2.87K","-5.00%"
"Nov 03, 2010","5.000","5.000","5.000","5.000","0.25K","0.00%"
"Nov 02, 2010","5.000","5.000","5.000","5.000","1.90K","-4.76%"
"Oct 27, 2010","5.250","5.250","5.250","5.250","0.14K","25.00%"
"Oct 26, 2010","4.200","4.200","4.200","4.200","0.56K","5.00%"
"Oct 20, 2010","4.000","4.000","4.000","4.000","0.21K","-20.00%"
"Sep 14, 2010","5.000","5.000","5.000","5.000","0.10K","5.26%"
"Sep 10, 2010","4.750","4.750","4.750","4.750","0.32K","-1.04%"
"Sep 07, 2010","4.800","4.800","4.800","4.800","0.24K","-12.73%"
"Aug 26, 2010","5.500","5.500","5.500","5.500","1.36K","0.00%"
"Aug 25, 2010","5.500","5.500","5.500","5.500","5.37K","37.50%"
"Aug 24, 2010","4.000","4.000","4.000","4.000","0.63K","0.00%"
"Aug 03, 2010","4.000","4.000","4.000","4.000","112.72K","0.00%"
"Jul 19, 2010","4.000","4.000","4.000","4.000","0.17K","0.00%"
"Jul 07, 2010","4.000","4.000","4.000","4.000","1.00K","0.00%"
"Jun 24, 2010","4.000","4.000","4.000","4.000","0.12K","0.00%"
"Jun 23, 2010","4.000","4.000","4.000","4.000","22.37K","0.00%"
"Jun 22, 2010","4.000","4.000","4.000","4.000","0.25K","0.00%"
"Jun 21, 2010","4.000","4.000","4.000","4.000","4.19K","-11.89%"
"Jun 18, 2010","4.540","4.540","4.540","4.540","0.24K","1.11%"
"Jun 17, 2010","4.490","4.490","4.490","4.490","0.23K","12.25%"
"Jun 16, 2010","4.000","4.000","4.000","4.000","0.20K","0.00%"
"Jun 15, 2010","4.000","4.000","4.000","4.000","4.78K","33.33%"
"Jun 11, 2010","3.000","3.000","3.000","3.000","0.23K","-33.48%"
"Jun 10, 2010","4.510","4.410","4.510","4.410","0.29K","3.44%"
"Jun 09, 2010","4.360","4.360","4.360","4.360","0.28K","9.00%"
"Jun 08, 2010","4.000","4.000","4.000","4.000","0.17K","-9.09%"
"Jun 04, 2010","4.400","4.400","4.400","4.400","0.23K","2.09%"
"Jun 02, 2010","4.310","4.310","4.310","4.310","0.49K","43.67%"
"Jun 01, 2010","3.000","3.000","3.000","3.000","4.76K","-29.08%"
"May 28, 2010","4.230","4.230","4.230","4.230","0.22K","5.75%"
"May 27, 2010","4.000","4.000","4.000","4.000","0.17K","-1.96%"
"May 26, 2010","4.080","4.228","4.228","4.080","10.40K","-0.49%"
"May 25, 2010","4.100","4.100","4.100","4.100","0.48K","-4.65%"
"May 21, 2010","4.300","4.300","4.300","4.300","125.37K","7.50%"
"May 20, 2010","4.000","4.000","4.000","4.000","0.27K","0.00%"
"May 14, 2010","4.000","4.000","4.000","4.000","0.33K","0.00%"
"May 13, 2010","4.000","4.000","4.000","4.000","96.75K","0.00%"
"May 12, 2010","4.000","4.000","4.000","4.000","9.43K","0.00%"
"May 11, 2010","4.000","4.000","4.000","4.000","0.25K","0.00%"
"May 07, 2010","4.000","4.000","4.000","4.000","4.77K","0.00%"
"May 06, 2010","4.000","4.000","4.000","4.000","34.41K","-13.42%"
"May 05, 2010","4.620","4.000","4.620","4.000","0.72K","-0.86%"
"May 04, 2010","4.660","4.660","4.660","4.660","0.17K","-0.21%"
"May 03, 2010","4.670","4.670","4.670","4.670","0.47K","-3.11%"
"Apr 30, 2010","4.820","4.000","4.820","4.000","1.02K","20.50%"
"Apr 29, 2010","4.000","4.000","4.000","4.000","0.15K","-12.09%"
"Apr 28, 2010","4.550","4.550","4.550","4.550","0.62K","-3.60%"
"Apr 27, 2010","4.720","4.620","4.720","4.620","1.40K","2.61%"
"Apr 23, 2010","4.600","4.000","4.600","4.000","0.42K","15.00%"
"Apr 21, 2010","4.000","4.000","4.700","4.000","0.83K","-12.28%"
"Apr 16, 2010","4.560","4.560","4.560","4.560","0.92K","-1.51%"
"Apr 15, 2010","4.630","4.100","4.730","4.100","1.07K","15.75%"
"Apr 14, 2010","4.000","4.000","4.000","4.000","0.50K","0.00%"
"Apr 13, 2010","4.000","4.350","4.350","4.000","0.46K","6.67%"
"Apr 09, 2010","3.750","3.750","3.750","3.750","12.21K","-18.30%"
"Apr 08, 2010","4.590","4.590","4.590","4.590","0.31K","-0.22%"
"Apr 07, 2010","4.600","4.600","4.600","4.600","0.32K","0.00%"
"Apr 06, 2010","4.600","4.600","4.600","4.600","0.70K","2.22%"
"Apr 01, 2010","4.500","4.500","4.530","4.500","3.70K","28.57%"
"Mar 31, 2010","3.500","3.500","3.500","3.500","0.17K","-22.22%"
"Mar 29, 2010","4.500","3.500","4.500","3.500","0.74K","0.00%"
"Mar 26, 2010","4.500","3.500","4.500","3.500","0.85K","2.04%"
"Mar 24, 2010","4.410","4.410","4.410","4.410","0.25K","-1.78%"
"Mar 23, 2010","4.490","4.490","4.490","4.490","1.60K","38.15%"
"Mar 22, 2010","3.250","3.250","3.250","3.250","0.50K","-27.78%"
"Mar 19, 2010","4.500","4.500","4.500","4.500","0.34K","1.81%"
"Mar 16, 2010","4.420","3.500","4.420","3.500","1.32K","26.29%"
"Mar 15, 2010","3.500","3.500","3.500","3.500","0.32K","-21.35%"
"Mar 12, 2010","4.450","3.500","4.450","3.500","0.96K","-1.11%"
"Mar 11, 2010","4.500","3.250","4.750","3.250","33.35K","1.58%"
"Mar 10, 2010","4.430","4.430","4.430","4.430","0.57K","36.31%"
"Mar 09, 2010","3.250","3.250","3.250","3.250","1.06K","-26.47%"
"Mar 08, 2010","4.420","4.520","4.520","4.420","0.33K","5.74%"
"Mar 04, 2010","4.180","4.180","4.180","4.180","0.25K","3.21%"
"Mar 03, 2010","4.050","4.050","4.050","4.050","0.42K","-2.64%"
"Mar 02, 2010","4.160","4.060","4.160","4.060","0.39K","28.00%"
"Feb 26, 2010","3.250","4.020","4.020","3.250","0.92K","0.00%"
"Feb 25, 2010","3.250","3.250","3.250","3.250","2.90K","-66.67%"
"Feb 24, 2010","9.750","9.750","9.750","9.750","0.12K","200.00%"
"Feb 22, 2010","3.250","3.250","3.250","3.250","0.14K","-17.72%"
"Feb 19, 2010","3.950","3.950","3.950","3.950","0.10K","-0.50%"
"Feb 18, 2010","3.970","3.970","3.970","3.970","0.40K","16.76%"
"Feb 17, 2010","3.400","3.400","3.400","3.400","1.04K","-13.92%"
"Feb 16, 2010","3.950","3.950","3.950","3.950","0.28K","21.54%"
"Feb 11, 2010","3.250","3.250","3.250","3.250","0.19K","0.00%"
"Feb 10, 2010","3.250","3.250","4.000","3.250","2.20K","0.00%"
"Feb 09, 2010","3.250","3.250","3.250","3.250","0.32K","-15.14%"
"Feb 08, 2010","3.830","3.930","3.930","3.830","0.32K","17.85%"
"Feb 05, 2010","3.250","3.250","3.250","3.250","0.33K","-17.30%"
"Feb 04, 2010","3.930","3.000","3.930","3.000","0.71K","-0.51%"
"Feb 03, 2010","3.950","3.500","3.950","3.500","3.39K","1.28%"
"Feb 02, 2010","3.900","3.250","3.900","3.250","10.12K","20.00%"
"Feb 01, 2010","3.250","3.250","4.000","3.250","2.11K","0.00%"
"Jan 29, 2010","3.250","3.250","3.250","3.250","0.17K","-16.02%"
"Jan 28, 2010","3.870","3.250","3.870","3.250","0.86K","-2.03%"
"Jan 27, 2010","3.950","4.100","4.100","3.950","5.75K","21.54%"
"Jan 26, 2010","3.250","3.250","3.860","3.250","3.16K","-17.30%"
"Jan 25, 2010","3.930","3.930","3.930","3.930","1.14K","-1.01%"
"Jan 22, 2010","3.970","3.250","3.970","3.250","0.29K","-1.00%"
"Jan 20, 2010","4.010","4.010","4.010","4.010","0.84K","-0.74%"
"Jan 19, 2010","4.040","4.040","4.040","4.040","0.52K","-0.25%"
"Jan 15, 2010","4.050","4.050","4.050","4.050","0.16K","24.62%"
"Jan 14, 2010","3.250","3.250","3.250","3.250","1.61K","-18.55%"
"Jan 12, 2010","3.990","3.250","3.990","3.250","0.65K","-1.48%"
"Jan 11, 2010","4.050","3.250","4.050","3.250","0.77K","1.25%"
"Jan 08, 2010","4.000","3.250","4.000","3.250","1.53K","-5.88%"
"Jan 06, 2010","4.250","3.250","4.250","3.250","0.99K","30.77%"
"Jan 05, 2010","3.250","3.250","3.250","3.250","0.15K","-19.75%"
"Jan 04, 2010","4.050","3.950","4.050","3.950","1.28K","3.32%"
"Dec 31, 2009","3.920","3.920","3.920","3.920","0.13K","0.26%"
"Dec 30, 2009","3.910","3.910","3.910","3.910","0.38K","-0.76%"
"Dec 29, 2009","3.940","3.250","3.940","3.250","2.77K","21.23%"
"Dec 28, 2009","3.250","3.250","3.250","3.250","0.87K","0.00%"
"Dec 23, 2009","3.250","3.984","3.984","3.250","8.10K","-17.72%"
"Dec 22, 2009","3.950","3.950","3.950","3.950","0.28K","2.33%"
"Dec 18, 2009","3.860","3.860","3.860","3.860","0.70K","16.97%"
"Dec 17, 2009","3.300","3.250","3.860","3.250","1.10K","1.54%"
"Dec 16, 2009","3.250","3.250","3.250","3.250","0.56K","0.00%"
"Dec 14, 2009","3.250","3.900","4.000","3.250","1.11K","0.00%"
"Dec 11, 2009","3.250","3.250","3.250","3.250","3.85K","-16.24%"
"Dec 10, 2009","3.880","3.250","3.880","3.250","0.86K","1.57%"
"Dec 09, 2009","3.820","3.820","3.820","3.820","0.79K","17.54%"
"Dec 08, 2009","3.250","3.250","3.250","3.250","0.19K","0.00%"
"Dec 07, 2009","3.250","3.250","3.250","3.250","1.11K","-17.93%"
"Dec 04, 2009","3.960","3.960","3.960","3.960","0.58K","-1.00%"
"Dec 03, 2009","4.000","4.250","4.250","4.000","0.79K","0.00%"
"Nov 30, 2009","4.000","3.000","4.000","3.000","10.95K","23.08%"
"Nov 25, 2009","3.250","3.250","3.250","3.250","0.28K","8.33%"
"Nov 24, 2009","3.000","3.000","3.000","3.000","0.35K","-27.54%"
"Nov 23, 2009","4.140","4.040","4.140","4.040","1.18K","3.50%"
"Nov 19, 2009","4.000","3.000","4.000","3.000","1.41K","-3.38%"
"Nov 18, 2009","4.140","3.000","4.140","3.000","2.63K","38.00%"
"Nov 17, 2009","3.000","3.000","3.000","3.000","0.10K","0.00%"
"Nov 16, 2009","3.000","3.000","3.000","3.000","0.18K","-24.62%"
"Nov 13, 2009","3.980","3.980","3.980","3.980","0.39K","1.27%"
"Nov 12, 2009","3.930","3.930","3.930","3.930","0.87K","0.00%"
"Nov 10, 2009","3.930","3.930","3.930","3.930","88.29K","-1.26%"
"Nov 09, 2009","3.980","3.000","3.980","3.000","0.84K","4.46%"
"Nov 03, 2009","3.810","3.000","3.810","3.000","1.14K","27.00%"
"Nov 02, 2009","3.000","3.000","3.770","3.000","1.38K","0.00%"
"Oct 30, 2009","3.000","3.930","3.930","3.000","0.45K","-20.84%"
"Oct 29, 2009","3.790","3.790","3.790","3.790","0.24K","-1.30%"
"Oct 28, 2009","3.840","3.840","3.840","3.840","0.88K","-2.54%"
"Oct 27, 2009","3.940","4.040","4.040","3.940","0.36K","-1.50%"
"Oct 23, 2009","4.000","3.000","4.000","3.000","0.65K","0.00%"
"Oct 22, 2009","4.000","3.000","4.000","3.000","0.49K","-4.08%"
"Oct 20, 2009","4.170","3.000","4.170","3.000","0.76K","2.96%"
"Oct 15, 2009","4.050","3.000","4.050","3.000","5.52K","35.00%"
"Oct 14, 2009","3.000","3.000","3.000","3.000","0.73K","0.00%"
"Oct 13, 2009","3.000","3.000","3.000","3.000","0.27K","-23.27%"
"Oct 12, 2009","3.910","3.910","3.910","3.910","0.31K","0.77%"
"Oct 09, 2009","3.880","3.000","3.880","3.000","1.40K","29.33%"
"Oct 07, 2009","3.000","3.000","3.000","3.000","0.20K","-21.05%"
"Oct 06, 2009","3.800","3.000","3.800","3.000","0.65K","26.67%"
"Oct 02, 2009","3.000","3.000","3.000","3.000","0.30K","-22.28%"
"Oct 01, 2009","3.860","3.760","3.860","3.760","0.82K","93.00%"
"Sep 28, 2009","2.000","2.000","2.000","2.000","1.16K","-46.67%"
"Sep 25, 2009","3.750","3.750","3.750","3.750","0.21K","0.54%"
"Sep 24, 2009","3.730","3.000","3.730","3.000","0.82K","-1.58%"
"Sep 23, 2009","3.790","3.790","3.790","3.790","0.31K","0.80%"
"Sep 21, 2009","3.760","2.000","3.760","2.000","0.81K","-2.84%"
"Sep 18, 2009","3.870","3.770","3.870","3.770","0.53K","4.59%"
"Sep 16, 2009","3.700","3.700","3.700","3.700","0.30K","1.93%"
"Sep 15, 2009","3.630","2.000","3.630","2.000","0.89K","3.71%"
"Sep 14, 2009","3.500","3.500","3.500","3.500","0.12K","-4.89%"
"Sep 11, 2009","3.680","3.680","3.680","3.680","0.45K","84.00%"
"Sep 08, 2009","2.000","2.000","2.000","2.000","0.78K","0.00%"
"Sep 04, 2009","2.000","2.000","2.000","2.000","2.54K","-43.50%"
"Sep 03, 2009","3.540","3.540","3.540","3.540","0.27K","-2.75%"
"Sep 02, 2009","3.640","2.000","3.640","2.000","0.65K","2.82%"
"Sep 01, 2009","3.540","2.000","3.540","2.000","168.34K","-1.39%"
"Aug 31, 2009","3.590","3.590","3.590","3.590","0.39K","-0.28%"
"Aug 28, 2009","3.600","3.600","3.600","3.600","0.25K","0.56%"
"Aug 27, 2009","3.580","2.250","3.580","2.250","0.47K","0.28%"
"Aug 26, 2009","3.570","3.570","3.570","3.570","0.64K","78.50%"
"Aug 21, 2009","2.000","3.570","3.670","2.000","1.48K","-23.66%"
"Aug 19, 2009","2.620","2.620","2.620","2.620","0.25K","31.00%"
"Aug 14, 2009","2.000","2.000","3.620","2.000","2.15K","-45.05%"
"Aug 13, 2009","3.640","3.640","3.640","3.640","1.13K","25.52%"
"Aug 12, 2009","2.900","2.900","2.900","2.900","0.39K","-26.58%"
"Aug 11, 2009","3.950","3.800","4.000","3.720","1.80K","-1.25%"
"Aug 10, 2009","4.000","2.000","4.000","2.000","0.44K","100.00%"
"Aug 07, 2009","2.000","2.000","3.780","2.000","1.64K","-47.09%"
"Aug 06, 2009","3.780","3.780","3.780","3.780","0.25K","1.34%"
"Aug 05, 2009","3.730","3.730","3.730","3.730","0.65K","-1.32%"
"Aug 04, 2009","3.780","2.000","3.930","2.000","1.00K","68.00%"
"Jul 30, 2009","2.250","2.250","2.250","2.250","0.18K","-37.50%"
"Jul 29, 2009","3.600","3.600","3.600","3.600","3.10K","60.00%"
"Jul 28, 2009","2.250","2.250","2.250","2.250","0.51K","0.00%"
"Jul 24, 2009","2.250","2.250","3.600","2.250","1.05K","0.00%"
"Jul 23, 2009","2.250","3.000","3.630","2.250","3.13K","-35.53%"
"Jul 22, 2009","3.490","2.250","3.490","2.250","1.20K","-1.13%"
"Jul 21, 2009","3.530","3.530","3.530","2.250","2.77K","3.22%"
"Jul 20, 2009","3.420","3.420","3.420","3.420","0.34K","52.00%"
"Jul 17, 2009","2.250","2.250","2.250","2.250","0.24K","0.00%"
"Jul 14, 2009","2.250","2.250","2.250","2.250","0.61K","-25.74%"
"Jul 13, 2009","3.030","3.030","3.030","3.030","0.48K","-0.66%"
"Jul 10, 2009","3.050","2.250","3.050","2.250","0.74K","35.56%"
"Jul 09, 2009","2.250","2.250","2.250","2.250","0.70K","-27.88%"
"Jul 08, 2009","3.120","2.250","3.120","2.250","0.90K","38.67%"
"Jul 07, 2009","2.250","2.250","3.080","2.250","3.07K","-26.71%"
"Jul 06, 2009","3.070","2.250","3.070","2.250","1.03K","-1.92%"
"Jul 02, 2009","3.130","3.130","3.130","3.130","0.35K","-6.57%"
"Jul 01, 2009","3.350","2.250","3.350","2.250","0.88K","3.08%"
"Jun 30, 2009","3.250","2.250","3.250","2.250","0.59K","0.93%"
"Jun 29, 2009","3.220","2.250","3.220","2.250","0.60K","45.05%"
"Jun 26, 2009","2.220","2.250","3.180","2.220","5.55K","-31.69%"
"Jun 25, 2009","3.250","3.250","3.250","3.250","9.31K","6.56%"
"Jun 23, 2009","3.050","2.250","3.050","2.250","0.90K","35.56%"
"Jun 22, 2009","2.250","2.250","2.250","2.250","1.00K","-27.42%"
"Jun 18, 2009","3.100","3.100","3.100","3.100","1.07K","-4.91%"
"Jun 17, 2009","3.260","3.260","3.260","3.260","0.34K","1.24%"
"Jun 16, 2009","3.220","2.250","3.220","2.250","0.72K","43.11%"
"Jun 15, 2009","2.250","2.500","3.350","2.250","0.63K","-31.82%"
"Jun 12, 2009","3.300","2.750","3.300","2.750","0.28K","1.54%"
"Jun 11, 2009","3.250","2.250","3.250","2.250","1.58K","44.44%"
"Jun 10, 2009","2.250","2.250","2.250","2.250","1.18K","-29.47%"
"Jun 08, 2009","3.190","3.090","3.190","3.090","1.68K","2.24%"
"Jun 05, 2009","3.120","3.200","3.200","2.250","0.77K","38.67%"
"Jun 04, 2009","2.250","2.250","3.090","2.250","1.58K","-28.80%"
"Jun 03, 2009","3.160","3.250","3.280","3.160","1.33K","40.44%"
"Jun 02, 2009","2.250","2.250","2.250","2.250","0.67K","0.00%"
"Jun 01, 2009","2.250","2.250","2.250","2.250","0.87K","0.00%"
"May 29, 2009","2.250","2.250","2.790","2.250","15.16K","0.00%"
"May 28, 2009","2.250","2.250","2.250","2.250","0.35K","-21.33%"
"May 27, 2009","2.860","2.250","2.860","2.250","1.09K","-1.38%"
"May 26, 2009","2.900","2.250","2.900","2.250","0.46K","0.00%"
"May 22, 2009","2.900","2.900","2.900","2.900","0.35K","28.89%"
"May 21, 2009","2.250","2.250","2.250","2.250","1.62K","-22.41%"
"May 20, 2009","2.900","2.250","2.900","2.250","0.54K","28.89%"
"May 19, 2009","2.250","2.250","2.250","2.250","0.14K","-16.67%"
"May 18, 2009","2.700","2.250","2.700","2.250","2.25K","-0.37%"
"May 15, 2009","2.710","2.250","2.710","2.250","18.46K","-3.90%"
"May 14, 2009","2.820","2.250","2.820","2.250","1.55K","4.06%"
"May 13, 2009","2.710","2.250","2.710","2.250","1.38K","-3.21%"
"May 12, 2009","2.800","2.250","2.800","2.250","2.96K","24.44%"
"May 11, 2009","2.250","2.250","2.730","2.250","2.25K","0.00%"
"May 08, 2009","2.250","2.250","2.250","2.250","0.48K","12.50%"
"May 07, 2009","2.000","2.000","2.000","2.000","58.50K","-25.93%"
"May 06, 2009","2.700","2.000","3.000","2.000","1.00K","8.00%"
"May 05, 2009","2.500","2.500","2.500","2.500","0.92K","25.00%"
"May 04, 2009","2.000","2.000","2.000","2.000","0.21K","0.00%"
"May 01, 2009","2.000","2.000","2.370","2.000","1.05K","-14.89%"
"Apr 30, 2009","2.350","2.000","2.350","2.000","0.69K","2.17%"
"Apr 29, 2009","2.300","2.000","2.300","2.000","2.01K","0.44%"
"Apr 28, 2009","2.290","2.000","2.290","2.000","2.09K","-3.38%"
"Apr 27, 2009","2.370","2.000","2.480","2.000","14.72K","18.50%"
"Apr 24, 2009","2.000","2.000","2.000","2.000","0.13K","0.00%"
"Apr 23, 2009","2.000","2.000","2.000","2.000","1.04K","0.00%"
"Apr 22, 2009","2.000","2.000","2.000","2.000","0.34K","0.00%"
"Apr 20, 2009","2.000","2.000","2.000","2.000","1.10K","0.00%"
"Apr 17, 2009","2.000","2.000","2.000","2.000","0.64K","0.00%"
"Apr 16, 2009","2.000","2.000","2.000","2.000","0.63K","0.00%"
"Apr 15, 2009","2.000","2.000","2.000","2.000","0.93K","0.00%"
"Apr 14, 2009","2.000","2.000","2.000","2.000","1.36K","0.00%"
"Apr 13, 2009","2.000","2.000","2.000","2.000","0.70K","0.00%"
"Apr 09, 2009","2.000","2.000","2.000","2.000","0.19K","0.00%"
"Apr 08, 2009","2.000","2.000","2.000","2.000","0.16K","0.00%"
"Apr 06, 2009","2.000","2.000","2.000","2.000","2.22K","-33.33%"
"Apr 03, 2009","3.000","2.000","3.000","2.000","0.34K","50.00%"
"Apr 02, 2009","2.000","2.000","2.000","2.000","3.82K","0.00%"
"Mar 31, 2009","2.000","2.250","2.250","2.000","0.68K","-11.11%"
"Mar 30, 2009","2.250","2.000","2.250","2.000","0.86K","0.00%"
"Mar 27, 2009","2.250","2.250","2.250","2.250","0.45K","0.00%"
"Mar 26, 2009","2.250","2.250","2.250","2.250","0.15K","0.00%"
"Mar 25, 2009","2.250","2.000","2.250","2.000","1.10K","12.50%"
"Mar 23, 2009","2.000","2.000","2.000","2.000","0.42K","-11.11%"
"Mar 20, 2009","2.250","3.250","3.250","2.250","0.84K","0.00%"
"Mar 19, 2009","2.250","2.250","3.000","2.230","2.28K","5.63%"
"Mar 18, 2009","2.130","2.250","2.250","2.130","1.86K","-5.33%"
"Mar 17, 2009","2.250","2.250","2.250","2.250","3.82K","8.17%"
"Mar 16, 2009","2.080","2.250","2.250","2.080","2.92K","-7.56%"
"Mar 13, 2009","2.250","2.250","2.250","2.040","1.43K","3.21%"
"Mar 12, 2009","2.180","2.250","2.250","2.180","3.19K","-2.68%"
"Mar 11, 2009","2.240","3.000","3.000","2.240","2.20K","-0.44%"
"Mar 10, 2009","2.250","2.250","2.340","2.250","11.53K","0.00%"
"Mar 09, 2009","2.250","2.250","3.000","2.250","3.80K","-25.00%"
"Mar 06, 2009","3.000","2.250","3.000","2.250","1.77K","22.45%"
"Mar 05, 2009","2.450","2.250","2.450","2.250","4.05K","8.89%"
"Mar 04, 2009","2.250","2.250","2.250","2.250","10.92K","0.00%"
"Mar 03, 2009","2.250","2.250","2.250","2.250","0.67K","0.00%"
"Mar 02, 2009","2.250","2.250","2.650","2.250","3.48K","-15.09%"
"Feb 27, 2009","2.650","2.250","3.000","2.250","3.65K","-4.68%"
"Feb 26, 2009","2.780","2.250","2.780","2.250","1.13K","-1.07%"
"Feb 25, 2009","2.810","2.250","2.810","2.250","4.56K","-1.75%"
"Feb 24, 2009","2.860","2.250","2.860","2.250","3.84K","27.11%"
"Feb 23, 2009","2.250","2.250","2.800","2.250","8.14K","-19.06%"
"Feb 20, 2009","2.780","2.250","2.780","2.250","2.52K","-6.08%"
"Feb 19, 2009","2.960","2.250","2.960","2.250","3.04K","2.07%"
"Feb 18, 2009","2.900","2.250","2.900","2.250","4.66K","28.89%"
"Feb 17, 2009","2.250","2.250","2.940","2.250","3.94K","0.00%"
"Feb 13, 2009","2.250","2.250","2.970","2.250","2.14K","-23.73%"
"Feb 12, 2009","2.950","2.250","2.950","2.250","2.13K","31.11%"
"Feb 11, 2009","2.250","2.900","2.900","2.250","3.67K","-23.21%"
"Feb 10, 2009","2.930","2.900","3.000","2.250","2.61K","30.22%"
"Feb 09, 2009","2.250","2.250","2.950","2.250","1.07K","-24.24%"
"Feb 06, 2009","2.970","2.250","2.970","2.250","2.16K","2.06%"
"Feb 05, 2009","2.910","2.500","2.910","2.250","1.66K","2.83%"
"Feb 04, 2009","2.830","2.250","2.830","2.250","1.16K","25.78%"
"Feb 03, 2009","2.250","2.250","2.840","2.250","3.46K","0.00%"
"Feb 02, 2009","2.250","2.900","2.900","2.250","4.65K","0.00%"
"Jan 30, 2009","2.250","2.810","2.810","2.250","2.83K","-20.77%"
"Jan 29, 2009","2.840","2.250","2.840","2.250","1.97K","1.43%"
"Jan 28, 2009","2.800","2.840","2.840","2.800","1.77K","24.44%"
"Jan 27, 2009","2.250","2.250","2.250","2.250","0.91K","-22.15%"
"Jan 26, 2009","2.890","2.890","2.890","2.890","1.81K","44.50%"
"Jan 23, 2009","2.000","2.000","2.000","2.000","1.05K","0.00%"
"Jan 21, 2009","2.000","2.000","2.300","2.000","5.28K","0.00%"
"Jan 20, 2009","2.000","2.000","2.000","2.000","7.03K","-30.56%"
"Jan 16, 2009","2.880","2.250","2.980","2.000","9.41K","-4.32%"
"Jan 15, 2009","3.010","2.000","3.080","2.000","3.62K","-0.99%"
"Jan 14, 2009","3.040","2.000","3.040","2.000","5.36K","52.00%"
"Jan 12, 2009","2.000","2.000","3.200","2.000","29.22K","-34.85%"
"Jan 09, 2009","3.070","2.000","3.170","2.000","8.32K","0.33%"
"Jan 08, 2009","3.060","2.000","3.060","2.000","3.33K","53.00%"
"Jan 07, 2009","2.000","3.140","3.140","2.000","0.77K","-35.28%"
"Jan 06, 2009","3.090","2.000","3.090","2.000","2.21K","3.00%"
"Jan 05, 2009","3.000","3.000","3.000","3.000","11.51K","0.00%"
"Jan 02, 2009","3.000","2.000","3.000","2.000","7.26K","50.00%"
"Dec 31, 2008","2.000","2.870","2.870","2.000","4.10K","-32.20%"
"Dec 30, 2008","2.950","2.000","2.950","2.000","2.59K","47.50%"
"Dec 29, 2008","2.000","2.890","3.000","2.000","4.80K","0.00%"
"Dec 26, 2008","2.000","2.000","2.900","2.000","1.30K","-29.08%"
"Dec 24, 2008","2.820","2.250","2.820","2.000","2.30K","41.00%"
"Dec 23, 2008","2.000","2.000","2.000","2.000","13.54K","-29.82%"
"Dec 22, 2008","2.850","2.850","2.850","2.850","2.87K","-3.39%"
"Dec 19, 2008","2.950","2.000","3.020","2.000","7.86K","3.51%"
"Dec 18, 2008","2.850","2.000","2.980","2.000","2.45K","0.00%"
"Dec 17, 2008","2.850","3.000","3.000","2.000","6.32K","0.00%"
"Dec 16, 2008","2.850","2.972","2.972","2.850","13.65K","2.89%"
"Dec 15, 2008","2.770","2.000","2.770","2.000","4.44K","38.50%"
"Dec 12, 2008","2.000","2.975","2.975","2.000","21.03K","0.00%"
"Dec 11, 2008","2.000","2.000","2.000","2.000","0.73K","0.00%"
"Dec 10, 2008","2.000","2.000","2.000","2.000","0.27K","0.00%"
